customer_id,customer_name,email,registration_date,customer_type
CUST0374,Kenneth Farley,taylorkaren@example.com,2023-08-06,REGULAR
CUST0375,Wendy Camacho,jacquelineanderson@example.org,2025-02-04,REGULAR
CUST0376,Sandra Juarez,kburns@example.net,2025-04-15,REGULAR
CUST0377,Jason Hayes,powellkara@example.net,2025-11-07,PREMIUM
CUST0378,Jackie Clements,brandi17@example.net,2025-04-19,REGULAR
CUST0379,Heather Brown,brobinson@example.org,2023-08-29,PREMIUM
CUST0380,Frank Campbell MD,ashleewashington@example.com,2026-07-19,REGULAR
CUST0381,Pamela Williams,ksmith@example.com,2024-03-10,REGULAR
CUST0382,William Patterson,nicoleturner@example.com,2024-11-19,REGULAR
CUST0383,Isaac Miller,brettgarrett@example.net,2024-07-17,REGULAR
CUST0384,Cynthia Rios,smiththomas@example.org,2025-04-25,PREMIUM
CUST0385,Kelly Wallace,dominguezlisa@example.com,2023-04-05,REGULAR
CUST0386,Karen Perez,crosscurtis@example.com,2023-07-09,PREMIUM
CUST0387,Edwin Reyes,darlenebyrd@example.org,2023-05-23,REGULAR
CUST0388,Alejandra Santos,nbell@example.net,2025-07-16,VIP
CUST0389,Tamara Jensen,fheath@example.org,2024-06-02,REGULAR
CUST0390,Bryce Blair,sylvia52@example.org,2025-05-27,REGULAR
CUST0391,Bradley Tran,kimberly04@example.org,2025-05-10,REGULAR
CUST0392,Katrina Adkins,debbie37@example.com,2023-12-28,REGULAR
CUST0393,Jonathan Wheeler,hatfieldsarah@example.org,2025-07-14,REGULAR
CUST0394,Ryan Fisher,kathrynbest@example.org,2023-08-13,VIP
CUST0395,Austin Baker,livingstonstacy@example.com,2026-05-25,REGULAR
CUST0396,Lori Mason,zhenderson@example.org,2023-02-10,REGULAR
CUST0397,Kimberly Hernandez,collinswilliam@example.org,2026-05-09,REGULAR
CUST0398,Brittney Murphy,collinssamuel@example.org,2023-09-28,REGULAR
CUST0399,Brandon Hamilton,dsalazar@example.com,2024-10-15,REGULAR
CUST0400,Mary Thompson,zimmermanjacqueline@example.org,2025-01-09,REGULAR
CUST0401,Gregory Holmes PhD,gary24@example.net,2025-07-11,REGULAR
CUST0402,Patricia Johnson,enelson@example.com,2025-08-13,REGULAR
CUST0403,Laura Jones,ddixon@example.com,2025-10-20,REGULAR
CUST0404,Carol Moore,shannonemily@example.org,2023-02-18,REGULAR
CUST0405,Jordan Williams,sanchezthomas@example.com,2024-09-15,REGULAR
CUST0406,Cassidy Horne,tranrobin@example.net,2026-01-11,PREMIUM
CUST0407,Courtney Wright,joseph19@example.com,2023-05-06,REGULAR
CUST0408,Michael Williams,lindajarvis@example.com,2023-07-16,REGULAR
CUST0409,John Campbell,mark87@example.org,2025-05-01,PREMIUM
CUST0410,Eddie Mueller,stevenvargas@example.com,2025-07-17,REGULAR
CUST0411,Dr. Morgan Payne PhD,adamortiz@example.org,2025-07-29,REGULAR
CUST0412,Makayla Steele,tapiaaaron@example.net,2023-06-27,PREMIUM
CUST0413,Oscar Parker,alyssaallen@example.com,2026-04-09,REGULAR
CUST0414,Valerie Thomas,christopher38@example.com,2024-10-30,REGULAR
CUST0415,Jacqueline Villegas,carpenterwilliam@example.net,2024-06-10,PREMIUM
CUST0416,Angela Bradley,ibates@example.org,2026-02-07,REGULAR
CUST0417,Samuel Howe,vhaynes@example.com,2025-10-30,REGULAR
CUST0418,Dillon Jones,derekcarrillo@example.org,2025-12-02,PREMIUM
CUST0419,Christopher Owens,wmartinez@example.org,2026-07-16,REGULAR
CUST0420,John Phelps,mooregina@example.net,2026-03-02,PREMIUM
CUST0421,Amanda Huff,eddie35@example.com,2025-05-14,REGULAR
CUST0422,Megan Green,anthonysullivan@example.com,2025-05-22,REGULAR
CUST0423,Krista Davis,laradonald@example.org,2024-07-03,PREMIUM
CUST0424,Richard Walker,madisonwatson@example.net,2024-10-19,PREMIUM
CUST0425,Angela Willis,johnsoncaleb@example.net,2024-03-22,REGULAR
CUST0426,Carl Stein,david70@example.org,2025-06-16,REGULAR
CUST0427,Jessica Ramsey,rjohnson@example.com,2025-01-19,REGULAR
CUST0428,Daniel Lopez,sean20@example.net,2025-05-14,REGULAR
CUST0429,Danielle Phillips,eandrade@example.org,2025-06-10,REGULAR
CUST0430,James Barnes,crystalpham@example.org,2025-05-21,VIP
CUST0431,Rachael Howard DDS,kcooper@example.net,2025-08-11,REGULAR
CUST0432,Devin Johnson,anthonycochran@example.com,2025-08-04,PREMIUM
CUST0433,William Moreno,terrigarcia@example.net,2024-02-20,REGULAR
CUST0434,Joseph Moody,gallagherstacie@example.net,2026-03-30,REGULAR
CUST0435,Rebecca Kelly,gregorywatkins@example.net,2023-01-10,REGULAR
CUST0436,Suzanne Johnson,stacey92@example.net,2025-10-18,REGULAR
CUST0437,Sara Cochran,lweaver@example.com,2025-09-10,VIP
CUST0438,Anthony Guzman,foxaaron@example.net,2025-04-04,REGULAR
CUST0439,Carlos Love,brian29@example.net,2024-06-13,REGULAR
CUST0440,Patricia Mathis,susan56@example.net,2024-05-18,PREMIUM
CUST0441,Eric Taylor,jessicakim@example.net,2023-05-12,PREMIUM
CUST0442,Marie Thompson,jeffrey92@example.com,2026-03-17,REGULAR
CUST0443,Michael Anderson,rushstacy@example.com,2024-02-27,REGULAR
CUST0444,Patricia Bradley,carriemccall@example.net,2025-08-01,REGULAR
CUST0445,Keith Zuniga,markmiller@example.com,2026-03-18,REGULAR
CUST0446,Mrs. Stacey Davis,sean43@example.org,2023-06-22,REGULAR
CUST0447,Hayley Buchanan,williamssamuel@example.com,2025-01-25,REGULAR
CUST0448,Stacey Snyder,ybell@example.org,2023-12-09,REGULAR
CUST0449,Rachel Lane,franciscojones@example.org,2023-01-12,REGULAR
CUST0450,Fernando Lynn,petersonpamela@example.org,2026-04-07,REGULAR
CUST0451,Kimberly Villanueva,morgantricia@example.com,2024-05-24,REGULAR
CUST0452,Jessica Valdez,gmoore@example.com,2024-10-30,REGULAR
CUST0453,Colton Terry,donna43@example.org,2025-12-29,REGULAR
CUST0454,Kenneth Larsen,briansmith@example.org,2025-11-03,PREMIUM
CUST0455,Matthew Greene,collinclark@example.net,2026-02-26,REGULAR
CUST0456,Bradley Anthony,kristen77.com,2024-05-01,REGULAR
CUST0457,Deborah May,ylopez@example.com,2026-01-07,REGULAR
CUST0458,Andrew Gonzales,jeremy49@example.org,2024-09-21,REGULAR
CUST0459,Michael Davis,lindsey69@example.org,2026-05-29,PREMIUM
CUST0460,Sara Cardenas,rsheppard@example.com,2025-12-07,PREMIUM
CUST0461,Cynthia Evans,torr@example.org,2023-06-14,REGULAR
CUST0462,Stephanie Mcbride,davidtodd@example.org,2025-03-24,REGULAR
CUST0463,Carol Lewis,davidhenderson@example.net,2026-03-04,REGULAR
CUST0464,Zachary Burton,luis11@example.com,2023-09-19,REGULAR
CUST0465,Kristen Gates,astark@example.net,2025-04-04,REGULAR
CUST0466,Kelly Barnes,khernandez@example.net,2024-06-26,REGULAR
CUST0467,Traci Garcia,hartcraig@example.com,2025-09-29,PREMIUM
CUST0468,Sheryl Humphrey,patrick79@example.net,2023-08-16,REGULAR
CUST0469,Christopher Powell,vwilliams@example.net,2023-08-26,PREMIUM
CUST0470,Patrick Mccall,andrew44@example.com,2023-10-03,VIP
CUST0471,Shannon Cohen,dennismccann@example.com,2024-12-21,PREMIUM
CUST0472,Erica Daniel,lopezjason@example.com,2024-11-28,REGULAR
CUST0473,Olivia Camacho,robertsonerik@example.com,2025-09-25,REGULAR
CUST0474,Jennifer Deleon,thompsonnancy@example.org,2025-09-01,REGULAR
CUST0475,Danielle Bryant,janet45@example.com,2024-12-29,REGULAR
CUST0476,Madison Martinez,allentracy@example.com,2024-03-02,REGULAR
CUST0477,Seth Matthews,max41@example.com,2023-04-26,REGULAR
CUST0478,Anthony Nash,mercedesholland@example.net,2023-03-30,REGULAR
CUST0479,Matthew Palmer,wellsdavid@example.org,2025-09-28,PREMIUM
CUST0480,Alejandra King,jennifer46@example.com,2025-08-13,REGULAR
CUST0481,Judy Robinson,erica96@example.net,2025-06-20,REGULAR
CUST0482,Jorge Bates,anna99@example.com,2023-03-05,REGULAR
CUST0483,Brian Brown,danielle44@example.net,2025-10-09,REGULAR
CUST0484,Stephanie Evans,zacharyallen@example.org,2025-02-17,REGULAR
CUST0485,Rebekah Greene,erin07@example.com,2023-06-10,PREMIUM
CUST0486,Jason Price,aguilarwanda@example.org,2026-01-14,REGULAR
CUST0487,Micheal Parks,qknox@example.com,2023-03-02,REGULAR
CUST0488,Sarah Pittman,kellyruiz@example.net,2024-11-13,REGULAR
CUST0489,Robert Hines,staceylam@example.net,2024-07-19,REGULAR
CUST0490,Henry Garner,robert55@example.com,2024-09-27,PREMIUM
CUST0491,Julie Wilson,delacruzbrandy@example.net,2023-03-23,PREMIUM
CUST0492,Steve Mason,amoreno@example.org,2023-04-13,REGULAR
CUST0493,Brittany Gay,robert97@example.org,2024-08-23,REGULAR
CUST0494,Mike Maxwell,lcook@example.com,2025-10-16,VIP
CUST0495,Abigail Hill,barbaramoore@example.org,2023-08-22,REGULAR
CUST0496,Jeffrey Jordan,ysanford@example.org,2023-08-08,PREMIUM
CUST0497,Curtis Watson,mcclainkatherine@example.net,2025-10-16,REGULAR
CUST0498,Michael Sims,jeremywiley@example.com,2025-07-13,PREMIUM
CUST0499,James Chapman,cameronwilliams@example.com,2025-05-18,REGULAR
CUST0500,Joseph Warren,ibarron@example.com,2026-06-17,REGULAR
CUST0501,Katherine Christensen MD,osmith@example.net,2026-02-21,VIP
CUST0502,Mrs. Alison Wagner,richardsondebra@example.org,2023-05-26,REGULAR
CUST0503,Martin Wise,wheelerbrandon@example.org,2024-07-16,REGULAR
CUST0504,Alicia Norris,hwallace@example.net,2023-11-29,REGULAR
CUST0505,Michael Harris,turnerdorothy@example.net,2023-10-26,REGULAR
CUST0506,Lisa Haynes,grivas@example.net,2023-04-30,REGULAR
CUST0507,Autumn Wilson,jimenezchelsea@example.com,2025-02-27,PREMIUM
CUST0508,Valerie Howard,cphillips@example.net,2025-03-28,REGULAR
CUST0509,Daniel Fitzpatrick MD,smithchristopher@example.org,2026-04-05,REGULAR
CUST0510,Maureen Hernandez,chancharles@example.net,2023-08-28,REGULAR
CUST0511,David Hall,joseph01@example.org,2026-04-12,REGULAR
CUST0512,Sarah Ward,ronald11@example.org,2026-01-25,REGULAR
CUST0513,Charles Holland,michael79@example.com,2025-11-16,PREMIUM
CUST0514,Anna Briggs,danielross@example.com,2025-08-06,REGULAR
CUST0515,James Jefferson,zbanks@example.org,2024-11-28,REGULAR
CUST0516,Michael Brown,dalepruitt@example.com,2026-06-10,PREMIUM
CUST0517,Meghan White,nmaxwell@example.org,2023-10-29,REGULAR
CUST0518,Sheryl Acosta,timothyfreeman@example.com,2024-11-15,REGULAR
CUST0519,Arthur Pena,busherica@example.net,2024-08-16,REGULAR
CUST0520,Krystal Levine,april91@example.com,2023-09-09,PREMIUM
CUST0521,Danielle Reed,jhernandez@example.net,2023-08-03,PREMIUM
CUST0522,Mason Moore,kchristian@example.org,2025-01-16,PREMIUM
CUST0523,Erica Rivera,brent38@example.net,2023-06-09,PREMIUM
CUST0524,Robert Miller,csolis@example.org,2023-07-13,REGULAR
CUST0525,Jillian Wilson,bmcgee@example.org,2024-02-28,REGULAR
CUST0526,Andrew Dunn,connersylvia@example.net,2026-07-14,REGULAR
CUST0527,Jordan Clark,xclements@example.org,2023-12-11,PREMIUM
CUST0528,Sarah Rivera,xmoran@example.net,2023-02-11,REGULAR
CUST0529,Brent Hopkins,petersonmaria@example.com,2024-08-03,REGULAR
CUST0530,Jacqueline Rodriguez,travisunderwood@example.net,2024-08-05,REGULAR
CUST0531,Ashley Carr,davidphelps@example.org,2023-06-03,PREMIUM
CUST0532,Richard Love,shermanbrandon@example.net,2026-05-14,REGULAR
CUST0533,Leah Barton,lellis@example.net,2026-07-12,REGULAR
CUST0534,Jonathan Moreno,tranryan@example.net,2026-03-24,PREMIUM
CUST0535,Mr. Thomas Thompson,jessicaanderson@example.com,2023-01-09,PREMIUM
CUST0536,Lisa Morris,mbarnes.com,2026-07-21,REGULAR
CUST0537,Pamela Hill,tara72@example.org,2025-08-03,REGULAR
CUST0538,Michael Goodman,megan85@example.net,2024-03-23,REGULAR
CUST0539,Kristen Robinson,claudiaroberts@example.com,2024-01-06,REGULAR
CUST0540,Brandi Page,williambenson@example.com,2024-12-11,REGULAR
CUST0541,Paige Hart,icraig@example.com,2025-02-15,REGULAR
CUST0542,Jenny Smith,johnsondustin.com,2026-01-21,REGULAR
CUST0543,Christina Christensen,tonyavega@example.org,2025-08-13,REGULAR
CUST0544,Melissa Phillips,howardshaun@example.net,2023-10-18,REGULAR
CUST0545,Nancy Hancock,yyoung@example.net,2024-07-14,REGULAR
CUST0546,Matthew House,ybutler@example.net,2025-02-27,PREMIUM
CUST0547,Juan Smith,james73@example.net,2023-02-01,REGULAR
CUST0548,Maria Fischer,kimberlybrandt@example.com,2025-09-14,REGULAR
CUST0549,William Jones,jillwilson@example.org,2026-03-06,REGULAR
CUST0550,Justin Anderson,adam72@example.org,2024-06-19,REGULAR
CUST0551,Frank Williams,tracy98@example.com,2023-06-11,PREMIUM
CUST0552,Michael Fox,abigailhartman@example.org,2024-05-31,REGULAR
CUST0553,Joshua Davis,nicolealvarado@example.com,2024-06-09,PREMIUM
CUST0554,Daniel Goodwin,wbarajas@example.net,2026-04-25,REGULAR
CUST0555,Michael Griffin,susanfleming@example.com,2025-01-13,REGULAR
CUST0556,Robert Wilson,amber40@example.net,2023-04-09,PREMIUM
CUST0557,Jaime Lang,stucker@example.net,2023-02-27,REGULAR
CUST0558,Jose Vaughan,teresaayala@example.net,2023-11-06,PREMIUM
CUST0559,Austin Santiago,michellecoleman@example.org,2024-04-26,REGULAR
CUST0560,Ronald Johns,elucas@example.net,2025-04-23,REGULAR
CUST0561,Allison Love,millerbrian@example.com,2025-10-01,REGULAR
CUST0562,Laura Perez,rickey76@example.com,2026-04-27,REGULAR
CUST0563,James Wilson,maychristine@example.net,2024-02-29,REGULAR
CUST0564,Mercedes Jones,robertsgina@example.net,2024-09-13,PREMIUM
CUST0565,Preston Kim,bshort@example.com,2024-08-23,REGULAR
CUST0566,Daniel Francis,susan24@example.net,2025-12-11,REGULAR
CUST0567,Traci Camacho,susan08@example.net,2025-03-17,REGULAR
CUST0568,Andrew Armstrong,fmedina@example.com,2024-10-21,REGULAR
CUST0569,Patrick Swanson,robertbrewer@example.net,2026-07-01,REGULAR
CUST0570,Clinton Jensen,james29@example.org,2023-06-09,REGULAR
CUST0571,Tara Gamble,enewman@example.com,2024-04-21,REGULAR
CUST0572,Danielle Gonzalez,wlynn@example.org,2023-09-16,REGULAR
CUST0573,Cynthia Mitchell,mcculloughlouis@example.com,2023-03-07,PREMIUM
CUST0574,Matthew Steele,arianadiaz@example.com,2025-08-13,VIP
CUST0575,Caroline Edwards,jenniferdavidson@example.com,2026-05-14,PREMIUM
CUST0576,Brandy Quinn,wford@example.com,2025-09-17,REGULAR
CUST0577,Mr. Matthew Miller,michele28@example.org,2026-03-10,REGULAR
CUST0578,Stephen Jones,mcclainmelissa@example.net,2023-08-10,PREMIUM
CUST0579,Kevin Sullivan,rebeccaarnold@example.net,2024-11-11,REGULAR
CUST0580,Kimberly Valdez,michaelwalker@example.net,2026-04-24,REGULAR
CUST0581,Donna Marshall,sanderswayne@example.net,2025-05-31,REGULAR
CUST0582,Victor Holden,katherinetaylor@example.org,2024-11-29,PREMIUM
CUST0583,Travis Hopkins,jillwebb@example.com,2026-03-31,REGULAR
CUST0584,Philip Hall,mike03@example.net,2024-07-24,REGULAR
CUST0585,Heather Harrison,ckeith@example.net,2024-01-23,VIP
CUST0586,Michael Boyd,mary49@example.net,2023-10-17,REGULAR
CUST0587,Jamie Gray,blacknicholas@example.org,2025-05-22,REGULAR
CUST0588,Heather Parrish,msparks@example.org,2025-12-29,REGULAR
CUST0589,Brenda Martin,robertsonjuan@example.org,2024-03-19,REGULAR
CUST0590,Jack Love,guerrerorobert@example.com,2023-11-07,REGULAR
CUST0591,Karen Mendoza,brittanyholland@example.com,2024-12-03,REGULAR
CUST0592,Andrew Berry,dennishunt@example.net,2023-05-17,PREMIUM
CUST0593,Christopher Nielsen,kgreene@example.net,2024-05-11,REGULAR
CUST0594,Nathan Stanley,stacey37@example.net,2025-05-04,REGULAR
CUST0595,Sharon Jackson DVM,laurahoover@example.org,2023-09-02,PREMIUM
CUST0596,Kayla Jackson,sandra99@example.org,2025-09-17,REGULAR
CUST0597,James Rodriguez,alexandrablankenship@example.net,2023-12-15,REGULAR
CUST0598,Chase Davis,mvalenzuela@example.org,2023-08-04,REGULAR
CUST0599,Kim Goodwin,olsondavid@example.net,2024-07-14,REGULAR
CUST0600,April Pace,xboyd@example.org,2026-06-02,VIP
