E-COMMERCE ANALYTICS REPORT
SQL FILE: advanced_queries.sql
================================================================================

REPORT 1
--------------------------------------------------------------------------------
region_code | order_date | daily_revenue | running_total
Electronics | Keyboard 25 | 530828.18 | 29
Electronics | Keyboard 13 | 525248.29 | 30
Electronics | Smartphone 95 | 509273.06 | 31
Electronics | Smart Watch 100 | 509001.15 | 32
Electronics | Smart Watch 69 | 503295.31 | 33
Electronics | Laptop 68 | 502427.87 | 34
Electronics | Keyboard 15 | 501720.18 | 35
Electronics | Monitor 27 | 499851.71 | 36
Electronics | Smart Watch 65 | 498922.56 | 37
Electronics | Mouse 45 | 494373.41 | 38
Electronics | Mouse 71 | 494001.61 | 39
Electronics | Smartphone 42 | 492538.69 | 40
Electronics | Smart Watch 36 | 489528.3 | 41
Electronics | Smart Watch 14 | 468476.43 | 42
Electronics | Mouse 38 | 450830.11 | 43
Electronics | Laptop 77 | 445279.17 | 44
Electronics | Mouse 48 | 443029.76 | 45
Electronics | Monitor 94 | 441995.6 | 46
Electronics | Monitor 18 | 438677.94 | 47
Electronics | Smart Watch 100 | 436338.28 | 48
Electronics | Headphones 58 | 434213.41 | 49
Electronics | Monitor 30 | 429977.91 | 50
Electronics | Laptop 34 | 399946.35 | 51
Electronics | Monitor 61 | 396158.7 | 52
Electronics | Smart Watch 12 | 395326.25 | 53
Electronics | Smartphone 50 | 389091.42 | 54
Electronics | Laptop 86 | 382341.35 | 55
Electronics | Smartphone 13 | 379843.01 | 56
Electronics | Monitor 22 | 376789.05 | 57
Electronics | Laptop 66 | 374499.05 | 58
Electronics | Mouse 29 | 373336.73 | 59
Electronics | Smart Watch 29 | 366741.17 | 60
Electronics | Mouse 20 | 359234.73 | 61
Electronics | Monitor 93 | 358199.18 | 62
Electronics | Headphones 65 | 351191.23 | 63
Electronics | Smart Watch 47 | 348055.14 | 64
Electronics | Smartphone 98 | 347644.89 | 65
Electronics | Keyboard 21 | 345309.69 | 66
Electronics | Smart Watch 51 | 344985.34 | 67
Electronics | Smartphone 21 | 342750.02 | 68
Electronics | Headphones 84 | 325297.79 | 69
Electronics | Laptop 85 | 324598.84 | 70
Electronics | Headphones 90 | 319789.26 | 71
Electronics | Headphones 20 | 318470.5 | 72
Electronics | Keyboard 96 | 318208.51 | 73
Electronics | Monitor 96 | 318033.99 | 74
Electronics | Laptop 99 | 314242.26 | 75
Electronics | Laptop 76 | 310333.13 | 76
Electronics | Monitor 59 | 308520.2 | 77
Electronics | Mouse 90 | 308167.92 | 78
Electronics | Laptop 98 | 306846.19 | 79
Electronics | Keyboard 18 | 297302.76 | 80
Electronics | Monitor 44 | 292723.13 | 81
Electronics | Monitor 9 | 289957.41 | 82
Electronics | Smartphone 18 | 288705.04 | 83
Electronics | Headphones 92 | 288568.47 | 84
Electronics | Laptop 5 | 285096.49 | 85
Electronics | Keyboard 81 | 283699.32 | 86
Electronics | Mouse 21 | 266915.64 | 87
Electronics | Mouse 72 | 265283.0 | 88
Electronics | Smart Watch 1 | 264901.78 | 89
Electronics | Mouse 18 | 263411.0 | 90
Electronics | Monitor 42 | 258218.55 | 91
Electronics | Keyboard 15 | 249873.76 | 92
Electronics | Keyboard 16 | 245628.04 | 93
Electronics | Mouse 26 | 240361.38 | 94
Electronics | Laptop 46 | 232463.26 | 95
Electronics | Mouse 2 | 232410.22 | 96
Electronics | Monitor 69 | 224936.06 | 97
Electronics | Headphones 44 | 224822.02 | 98
Electronics | Keyboard 17 | 221135.19 | 99
Electronics | Monitor 90 | 220926.42 | 100
Electronics | Mouse 87 | 213505.77 | 101
Electronics | Headphones 79 | 212087.91 | 102
Electronics | Smartphone 59 | 209629.0 | 103
Electronics | Mouse 89 | 203737.7 | 104
Electronics | Mouse 83 | 202220.42 | 105
Electronics | Smartphone 6 | 201216.74 | 106
Electronics | Monitor 3 | 197544.2 | 107
Electronics | Monitor 8 | 196574.08 | 108
Electronics | Headphones 50 | 194134.5 | 109
Electronics | Keyboard 15 | 185480.91 | 110
Electronics | Keyboard 28 | 177438.99 | 111
Electronics | Headphones 86 | 174031.18 | 112
Electronics | Smartphone 97 | 168238.82 | 113
Electronics | Headphones 49 | 167860.62 | 114
Electronics | Headphones 98 | 159350.31 | 115
Electronics | Smartphone 12 | 154745.14 | 116
Electronics | Smartphone 3 | 153827.25 | 117
Electronics | Laptop 30 | 151309.56 | 118
Electronics | Smartphone 54 | 150683.67 | 119
Electronics | Smart Watch 31 | 149790.61 | 120
Electronics | Mouse 61 | 149206.58 | 121
Electronics | Smartphone 49 | 143899.81 | 122
Electronics | Laptop 50 | 142389.14 | 123
Electronics | Monitor 93 | 139945.52 | 124
Electronics | Laptop 52 | 137794.96 | 125
Electronics | Smartphone 63 | 133898.86 | 126
Electronics | Monitor 28 | 130362.11 | 127
Electronics | Mouse 91 | 130303.6 | 128
Electronics | Smart Watch 97 | 127134.35 | 129
Electronics | Keyboard 87 | 125751.09 | 130
Electronics | Headphones 71 | 121006.57 | 131
Electronics | Laptop 71 | 120852.02 | 132
Electronics | Mouse 33 | 119664.81 | 133
Electronics | Smart Watch 69 | 110817.85 | 134
Electronics | Mouse 5 | 108084.57 | 135
Electronics | Keyboard 84 | 95817.89 | 136
Electronics | Mouse 58 | 92262.41 | 137
Electronics | Mouse 96 | 89092.44 | 138
Electronics | Headphones 1 | 86335.21 | 139
Electronics | Mouse 4 | 77323.51 | 140
Electronics | Monitor 38 | 70872.22 | 141
Electronics | Smart Watch 55 | 65283.13 | 142
Electronics | Smartphone 55 | 46711.05 | 143
Electronics | Smartphone 41 | 40698.01 | 144
Electronics | Mouse 14 | 34953.53 | 145
Electronics | Headphones 79 | 10561.13 | 146
Electronics | Smart Watch 4 | 1584.33 | 147
Electronics | Headphones 77 | -17484.25 | 148
Electronics | Smartphone 95 | -36760.95 | 149
Home | Cookware 10 | 911734.18 | 1
Home | Pillow 72 | 878465.65 | 2
Home | Storage Box 41 | 865514.53 | 3
Home | Lamp 31 | 826058.46 | 4
Home | Storage Box 56 | 777761.8 | 5
Home | Pillow 85 | 756403.4 | 6
Home | Table 60 | 747606.81 | 7
Home | Pillow 66 | 708988.58 | 8
Home | Pillow 90 | 685173.3 | 9
Home | Lamp 88 | 671388.55 | 10
Home | Table 81 | 631920.75 | 11
Home | Pillow 57 | 622009.27 | 12
Home | Bedsheet 100 | 620155.7 | 13
Home | Storage Box 63 | 613527.35 | 14
Home | Lamp 17 | 610592.26 | 15
Home | Pillow 62 | 604008.06 | 16
Home | Table 21 | 595669.09 | 17
Home | Table 53 | 575637.23 | 18
Home | Bedsheet 7 | 574999.32 | 19
Home | Storage Box 89 | 573536.68 | 20
Home | Bedsheet 1 | 546668.15 | 21
Home | Pillow 50 | 543313.62 | 22
Home | Table 20 | 542556.65 | 23
Home | Pillow 97 | 539273.73 | 24
Home | Storage Box 51 | 526689.34 | 25
Home | Bedsheet 34 | 522218.53 | 26
Home | Table 93 | 520368.95 | 27
Home | Chair 83 | 516797.95 | 28
Home | Pillow 69 | 498279.19 | 29
Home | Table 30 | 490438.22 | 30
Home | Storage Box 91 | 484108.32 | 31
Home | Table 39 | 476575.32 | 32
Home | Table 94 | 451298.55 | 33
Home | Bedsheet 35 | 441412.46 | 34
Home | Pillow 66 | 430817.94 | 35
Home | Table 51 | 429917.35 | 36
Home | Table 87 | 427424.08 | 37
Home | Table 69 | 405700.14 | 38
Home | Table 86 | 403685.33 | 39
Home | Table 49 | 396694.21 | 40
Home | Cookware 31 | 395330.35 | 41
Home | Cookware 14 | 391452.11 | 42
Home | Table 18 | 390936.63 | 43
Home | Cookware 8 | 388421.11 | 44
Home | Cookware 86 | 382253.11 | 45
Home | Table 8 | 376079.85 | 46
Home | Storage Box 45 | 367767.71 | 47
Home | Pillow 59 | 366189.08 | 48
Home | Bedsheet 88 | 351581.18 | 49
Home | Lamp 62 | 347856.26 | 50
Home | Lamp 94 | 340163.72 | 51
Home | Cookware 15 | 338319.13 | 52
Home | Table 96 | 337543.51 | 53
Home | Table 5 | 334414.65 | 54
Home | Bedsheet 49 | 327744.19 | 55
Home | Storage Box 40 | 326368.86 | 56
Home | Storage Box 73 | 318722.84 | 57
Home | Pillow 76 | 318555.56 | 58
Home | Bedsheet 43 | 315963.17 | 59
Home | Table 59 | 314070.99 | 60
Home | Table 6 | 311868.31 | 61
Home | Lamp 35 | 304197.7 | 62
Home | Lamp 14 | 294768.45 | 63
Home | Table 100 | 278959.19 | 64
Home | Pillow 46 | 278875.72 | 65
Home | Storage Box 10 | 256204.1 | 66
Home | Pillow 13 | 255998.87 | 67
Home | Lamp 11 | 255844.92 | 68
Home | Bedsheet 82 | 249563.81 | 69
Home | Lamp 59 | 249215.86 | 70
Home | Lamp 52 | 248493.14 | 71
Home | Pillow 7 | 248153.48 | 72
Home | Storage Box 57 | 247608.13 | 73
Home | Storage Box 66 | 243947.61 | 74
Home | Table 35 | 240817.37 | 75
Home | Lamp 14 | 235322.79 | 76
Home | Storage Box 95 | 234821.95 | 77
Home | Cookware 26 | 234004.61 | 78
Home | Bedsheet 2 | 233746.94 | 79
Home | Pillow 67 | 232031.73 | 80
Home | Lamp 34 | 226390.53 | 81
Home | Cookware 85 | 226262.94 | 82
Home | Pillow 69 | 222674.94 | 83
Home | Storage Box 11 | 222005.96 | 84
Home | Storage Box 69 | 220061.79 | 85
Home | Lamp 51 | 214725.42 | 86
Home | Bedsheet 74 | 214095.47 | 87
Home | Lamp 36 | 200478.28 | 88
Home | Storage Box 42 | 199485.25 | 89
Home | Bedsheet 39 | 191314.83 | 90
Home | Lamp 36 | 188617.36 | 91
Home | Cookware 42 | 188231.67 | 92
Home | Cookware 19 | 181232.28 | 93
Home | Chair 2 | 175046.57 | 94
Home | Chair 52 | 162938.32 | 95
Home | Cookware 95 | 161221.55 | 96
Home | Bedsheet 81 | 156539.92 | 97
Home | Lamp 39 | 153862.71 | 98
Home | Storage Box 59 | 152707.02 | 99
Home | Cookware 18 | 152374.83 | 100
Home | Cookware 54 | 148678.02 | 101
Home | Cookware 27 | 146069.13 | 102
Home | Bedsheet 70 | 143158.09 | 103
Home | Table 21 | 140769.17 | 104
Home | Bedsheet 3 | 138302.67 | 105
Home | Storage Box 79 | 131763.1 | 106
Home | Table 51 | 127027.91 | 107
Home | Table 82 | 126991.78 | 108
Home | Lamp 7 | 126832.64 | 109
Home | Table 98 | 126450.46 | 110
Home | Bedsheet 79 | 120572.56 | 111
Home | Chair 78 | 116741.97 | 112
Home | Cookware 47 | 105329.76 | 113
Home | Bedsheet 31 | 102234.52 | 114
Home | Bedsheet 66 | 93081.95 | 115
Home | Pillow 16 | 84285.62 | 116
Home | Bedsheet 34 | 82209.59 | 117
Home | Table 23 | 82103.95 | 118
Home | Cookware 38 | 79398.49 | 119
Home | Chair 12 | 77826.32 | 120
Home | Pillow 29 | 71830.24 | 121
Home | Table 39 | 67499.68 | 122
Home | Storage Box 5 | 65880.38 | 123
Home | Table 71 | 57776.07 | 124
Home | Storage Box 19 | 53893.49 | 125
Home | Table 20 | 52291.51 | 126
Home | Storage Box 76 | 50002.31 | 127
Home | Cookware 86 | 46374.42 | 128
Home | Pillow 74 | 34732.59 | 129
Home | Bedsheet 63 | 34230.73 | 130
Home | Lamp 84 | 24442.41 | 131
Home | Storage Box 67 | 21088.22 | 132
Home | Chair 27 | 19182.61 | 133
Home | Pillow 39 | 17725.27 | 134
Home | Cookware 89 | -4313.82 | 135
Home | Pillow 50 | -41759.62 | 136
Home | Pillow 9 | -64299.08 | 137

Rows returned: 589

REPORT 3
--------------------------------------------------------------------------------
customer_id | order_date | previous_order_date | days_gap | customer_status
--------------------------------------------------------------------------------
CUST0001 | 2024-08-15 | None | None | At Risk
CUST0001 | 2025-01-20 | 2024-08-15 | 158 | At Risk
CUST0002 | 2025-04-27 | None | None | At Risk
CUST0002 | 2025-06-23 | 2025-04-27 | 57 | At Risk
CUST0002 | 2026-07-19 | 2025-06-23 | 391 | At Risk
CUST0004 | 2024-05-26 | None | None | At Risk
CUST0004 | 2024-12-12 | 2024-05-26 | 200 | At Risk
CUST0004 | 2025-01-28 | 2024-12-12 | 47 | At Risk
CUST0004 | 2025-08-20 | 2025-01-28 | 204 | At Risk
CUST0004 | 2025-11-30 | 2025-08-20 | 102 | At Risk
CUST0006 | 2025-02-20 | None | None | At Risk
CUST0006 | 2025-09-05 | 2025-02-20 | 197 | At Risk
CUST0006 | 2025-10-10 | 2025-09-05 | 35 | At Risk
CUST0006 | 2026-02-05 | 2025-10-10 | 118 | At Risk
CUST0009 | 2025-01-17 | None | None | At Risk
CUST0009 | 2026-02-14 | 2025-01-17 | 393 | At Risk
CUST0010 | 2024-06-14 | None | None | At Risk
CUST0010 | 2026-02-15 | 2024-06-14 | 611 | At Risk
CUST0011 | 2024-01-14 | None | None | At Risk
CUST0011 | 2025-12-05 | 2024-01-14 | 691 | At Risk
CUST0013 | 2024-07-12 | None | None | At Risk
CUST0013 | 2025-08-27 | 2024-07-12 | 411 | At Risk
CUST0013 | 2026-07-13 | 2025-08-27 | 320 | At Risk
CUST0014 | 2024-12-01 | None | None | At Risk
CUST0014 | 2025-02-28 | 2024-12-01 | 89 | At Risk
CUST0014 | 2026-05-07 | 2025-02-28 | 433 | At Risk
CUST0017 | 2024-10-19 | None | None | At Risk
CUST0017 | 2026-01-26 | 2024-10-19 | 464 | At Risk
CUST0017 | 2026-03-15 | 2026-01-26 | 48 | At Risk
CUST0017 | 2026-04-14 | 2026-03-15 | 30 | At Risk
CUST0018 | 2025-05-31 | None | None | At Risk
CUST0018 | 2026-01-14 | 2025-05-31 | 228 | At Risk
CUST0018 | 2026-05-31 | 2026-01-14 | 137 | At Risk
CUST0020 | 2024-11-19 | None | None | At Risk
CUST0020 | 2025-03-30 | 2024-11-19 | 131 | At Risk
CUST0020 | 2026-01-02 | 2025-03-30 | 278 | At Risk
CUST0020 | 2026-02-12 | 2026-01-02 | 41 | At Risk
CUST0021 | 2024-09-20 | None | None | At Risk
CUST0021 | 2025-09-03 | 2024-09-20 | 348 | At Risk
CUST0024 | 2025-04-14 | None | None | At Risk
CUST0024 | 2025-10-18 | 2025-04-14 | 187 | At Risk
CUST0024 | 2026-05-31 | 2025-10-18 | 225 | At Risk
CUST0025 | 2024-05-29 | None | None | At Risk
CUST0025 | 2025-12-07 | 2024-05-29 | 557 | At Risk
CUST0025 | 2026-03-31 | 2025-12-07 | 114 | At Risk
CUST0025 | 2026-07-09 | 2026-03-31 | 100 | At Risk
CUST0027 | 2024-06-14 | None | None | At Risk
CUST0027 | 2025-06-06 | 2024-06-14 | 357 | At Risk
CUST0027 | 2025-07-28 | 2025-06-06 | 52 | At Risk
CUST0028 | 2025-03-21 | None | None | At Risk
CUST0028 | 2025-10-15 | 2025-03-21 | 208 | At Risk
CUST0030 | 2024-05-21 | None | None | At Risk
CUST0030 | 2025-09-25 | 2024-05-21 | 492 | At Risk
CUST0030 | 2026-01-23 | 2025-09-25 | 120 | At Risk
CUST0031 | 2024-06-27 | None | None | At Risk
CUST0031 | 2026-04-12 | 2024-06-27 | 654 | At Risk
CUST0033 | 2024-07-01 | None | None | At Risk
CUST0033 | 2026-06-02 | 2024-07-01 | 701 | At Risk
CUST0037 | 2024-05-24 | None | None | At Risk
CUST0037 | 2025-06-21 | 2024-05-24 | 393 | At Risk
CUST0037 | 2026-07-17 | 2025-06-21 | 391 | At Risk
CUST0039 | 2025-01-04 | None | None | At Risk
CUST0039 | 2025-03-26 | 2025-01-04 | 81 | At Risk
CUST0040 | 2024-07-12 | None | None | At Risk
CUST0040 | 2025-07-28 | 2024-07-12 | 381 | At Risk
CUST0041 | 2024-05-21 | None | None | At Risk
CUST0041 | 2025-06-08 | 2024-05-21 | 383 | At Risk
CUST0041 | 2026-04-18 | 2025-06-08 | 314 | At Risk
CUST0042 | 2024-04-19 | None | None | Active
CUST0042 | 2024-05-07 | 2024-04-19 | 18 | Active
CUST0043 | 2024-05-30 | None | None | At Risk
CUST0043 | 2025-08-13 | 2024-05-30 | 440 | At Risk
CUST0043 | 2026-02-27 | 2025-08-13 | 198 | At Risk
CUST0043 | 2026-06-19 | 2026-02-27 | 112 | At Risk
CUST0044 | 2025-11-27 | None | None | At Risk
CUST0044 | 2026-01-24 | 2025-11-27 | 58 | At Risk
CUST0046 | 2024-06-08 | None | None | At Risk
CUST0046 | 2025-01-03 | 2024-06-08 | 209 | At Risk
CUST0046 | 2025-10-07 | 2025-01-03 | 277 | At Risk
CUST0046 | 2026-07-21 | 2025-10-07 | 287 | At Risk
CUST0047 | 2024-01-09 | None | None | At Risk
CUST0047 | 2025-04-24 | 2024-01-09 | 471 | At Risk
CUST0047 | 2026-02-02 | 2025-04-24 | 284 | At Risk
CUST0047 | 2026-03-08 | 2026-02-02 | 34 | At Risk
CUST0051 | 2024-12-27 | None | None | At Risk
CUST0051 | 2026-03-16 | 2024-12-27 | 444 | At Risk
CUST0054 | 2024-07-31 | None | None | At Risk
CUST0054 | 2025-02-07 | 2024-07-31 | 191 | At Risk
CUST0054 | 2025-05-16 | 2025-02-07 | 98 | At Risk
CUST0055 | 2024-02-25 | None | None | At Risk
CUST0055 | 2024-11-14 | 2024-02-25 | 263 | At Risk
CUST0055 | 2025-02-27 | 2024-11-14 | 105 | At Risk
CUST0055 | 2025-09-01 | 2025-02-27 | 186 | At Risk
CUST0055 | 2026-06-04 | 2025-09-01 | 276 | At Risk
CUST0056 | 2024-05-13 | None | None | At Risk
CUST0056 | 2025-06-22 | 2024-05-13 | 405 | At Risk
CUST0058 | 2025-01-14 | None | None | At Risk
CUST0058 | 2025-06-03 | 2025-01-14 | 140 | At Risk
CUST0058 | 2025-07-14 | 2025-06-03 | 41 | At Risk
CUST0058 | 2026-03-20 | 2025-07-14 | 249 | At Risk
CUST0059 | 2024-01-17 | None | None | At Risk
CUST0059 | 2024-06-18 | 2024-01-17 | 153 | At Risk
CUST0059 | 2025-01-15 | 2024-06-18 | 211 | At Risk
CUST0059 | 2025-07-07 | 2025-01-15 | 173 | At Risk
CUST0064 | 2025-01-01 | None | None | At Risk
CUST0064 | 2025-02-04 | 2025-01-01 | 34 | At Risk
CUST0064 | 2025-05-03 | 2025-02-04 | 88 | At Risk
CUST0064 | 2025-07-15 | 2025-05-03 | 73 | At Risk
CUST0064 | 2025-10-22 | 2025-07-15 | 99 | At Risk
CUST0067 | 2024-07-17 | None | None | At Risk
CUST0067 | 2026-07-02 | 2024-07-17 | 715 | At Risk
CUST0070 | 2024-03-10 | None | None | At Risk
CUST0070 | 2026-01-20 | 2024-03-10 | 681 | At Risk
CUST0070 | 2026-02-12 | 2026-01-20 | 23 | At Risk
CUST0073 | 2025-02-22 | None | None | At Risk
CUST0073 | 2025-04-14 | 2025-02-22 | 51 | At Risk
CUST0075 | 2024-11-30 | None | None | At Risk
CUST0075 | 2025-11-16 | 2024-11-30 | 351 | At Risk
CUST0076 | 2025-05-04 | None | None | At Risk
CUST0076 | 2025-07-09 | 2025-05-04 | 66 | At Risk
CUST0077 | 2024-08-24 | None | None | At Risk
CUST0077 | 2025-02-13 | 2024-08-24 | 173 | At Risk
CUST0078 | 2025-12-05 | None | None | At Risk
CUST0078 | 2026-04-12 | 2025-12-05 | 128 | At Risk
CUST0079 | 2024-06-18 | None | None | At Risk
CUST0079 | 2025-01-07 | 2024-06-18 | 203 | At Risk
CUST0080 | 2025-12-28 | None | None | At Risk
CUST0080 | 2026-04-17 | 2025-12-28 | 110 | At Risk
CUST0080 | 2026-06-10 | 2026-04-17 | 54 | At Risk
CUST0081 | 2024-11-12 | None | None | At Risk
CUST0081 | 2025-10-24 | 2024-11-12 | 346 | At Risk
CUST0081 | 2026-03-24 | 2025-10-24 | 151 | At Risk
CUST0081 | 2026-06-07 | 2026-03-24 | 75 | At Risk
CUST0081 | 2026-07-27 | 2026-06-07 | 50 | At Risk
CUST0082 | 2024-08-08 | None | None | At Risk
CUST0082 | 2025-12-28 | 2024-08-08 | 507 | At Risk
CUST0083 | 2026-03-16 | None | None | At Risk
CUST0083 | 2026-05-06 | 2026-03-16 | 51 | At Risk
CUST0084 | 2024-06-12 | None | None | At Risk
CUST0084 | 2026-01-01 | 2024-06-12 | 568 | At Risk
CUST0086 | 2024-05-28 | None | None | At Risk
CUST0086 | 2024-08-07 | 2024-05-28 | 71 | At Risk
CUST0086 | 2025-01-29 | 2024-08-07 | 175 | At Risk
CUST0086 | 2025-02-19 | 2025-01-29 | 21 | At Risk
CUST0088 | 2025-05-01 | None | None | At Risk
CUST0088 | 2025-09-11 | 2025-05-01 | 133 | At Risk
CUST0088 | 2026-06-04 | 2025-09-11 | 266 | At Risk
CUST0090 | 2024-03-17 | None | None | At Risk
CUST0090 | 2024-12-01 | 2024-03-17 | 259 | At Risk
CUST0090 | 2025-04-13 | 2024-12-01 | 133 | At Risk
CUST0090 | 2025-04-19 | 2025-04-13 | 6 | At Risk
CUST0090 | 2026-03-06 | 2025-04-19 | 321 | At Risk
CUST0091 | 2024-01-11 | None | None | At Risk
CUST0091 | 2024-09-14 | 2024-01-11 | 247 | At Risk
CUST0091 | 2024-10-23 | 2024-09-14 | 39 | At Risk
CUST0092 | 2024-06-12 | None | None | At Risk
CUST0092 | 2024-10-28 | 2024-06-12 | 138 | At Risk
CUST0092 | 2025-09-06 | 2024-10-28 | 313 | At Risk
CUST0093 | 2025-01-23 | None | None | At Risk
CUST0093 | 2025-06-01 | 2025-01-23 | 129 | At Risk
CUST0093 | 2025-07-21 | 2025-06-01 | 50 | At Risk
CUST0093 | 2025-09-08 | 2025-07-21 | 49 | At Risk
CUST0098 | 2025-09-03 | None | None | At Risk
CUST0098 | 2026-05-15 | 2025-09-03 | 254 | At Risk
CUST0098 | 2026-07-13 | 2026-05-15 | 59 | At Risk
CUST0098 | 2026-07-20 | 2026-07-13 | 7 | At Risk
CUST0099 | 2025-07-06 | None | None | Active
CUST0099 | 2025-07-24 | 2025-07-06 | 18 | Active
CUST0099 | 2025-08-25 | 2025-07-24 | 32 | Active
CUST0100 | 2024-06-06 | None | None | At Risk
CUST0100 | 2024-12-26 | 2024-06-06 | 203 | At Risk
CUST0100 | 2025-05-29 | 2024-12-26 | 154 | At Risk
CUST0100 | 2025-12-09 | 2025-05-29 | 194 | At Risk
CUST0101 | 2024-03-17 | None | None | At Risk
CUST0101 | 2025-02-09 | 2024-03-17 | 329 | At Risk
CUST0101 | 2025-08-08 | 2025-02-09 | 180 | At Risk
CUST0101 | 2026-03-12 | 2025-08-08 | 216 | At Risk
CUST0102 | 2024-03-15 | None | None | At Risk
CUST0102 | 2024-05-16 | 2024-03-15 | 62 | At Risk
CUST0102 | 2024-08-27 | 2024-05-16 | 103 | At Risk
CUST0102 | 2024-11-28 | 2024-08-27 | 93 | At Risk
CUST0104 | 2025-01-17 | None | None | At Risk
CUST0104 | 2025-10-31 | 2025-01-17 | 287 | At Risk
CUST0106 | 2024-02-24 | None | None | At Risk
CUST0106 | 2025-08-29 | 2024-02-24 | 552 | At Risk
CUST0106 | 2025-09-22 | 2025-08-29 | 24 | At Risk
CUST0106 | 2026-05-21 | 2025-09-22 | 241 | At Risk
CUST0106 | 2026-06-25 | 2026-05-21 | 35 | At Risk
CUST0107 | 2024-03-19 | None | None | At Risk
CUST0107 | 2024-04-30 | 2024-03-19 | 42 | At Risk
CUST0107 | 2026-05-08 | 2024-04-30 | 738 | At Risk
CUST0109 | 2024-06-26 | None | None | At Risk
CUST0109 | 2025-05-17 | 2024-06-26 | 325 | At Risk
CUST0109 | 2026-02-14 | 2025-05-17 | 273 | At Risk
CUST0109 | 2026-06-14 | 2026-02-14 | 120 | At Risk
CUST0109 | 2026-06-22 | 2026-06-14 | 8 | At Risk
CUST0110 | 2024-01-09 | None | None | At Risk
CUST0110 | 2025-06-02 | 2024-01-09 | 510 | At Risk
CUST0111 | 2024-02-02 | None | None | At Risk
CUST0111 | 2024-03-11 | 2024-02-02 | 38 | At Risk
CUST0111 | 2025-08-18 | 2024-03-11 | 525 | At Risk
CUST0111 | 2025-12-03 | 2025-08-18 | 107 | At Risk
CUST0112 | 2024-09-15 | None | None | At Risk
CUST0112 | 2026-06-06 | 2024-09-15 | 629 | At Risk
CUST0112 | 2026-07-15 | 2026-06-06 | 39 | At Risk
CUST0113 | 2024-12-14 | None | None | At Risk
CUST0113 | 2025-05-21 | 2024-12-14 | 158 | At Risk
CUST0113 | 2025-05-27 | 2025-05-21 | 6 | At Risk
CUST0113 | 2025-12-01 | 2025-05-27 | 188 | At Risk
CUST0113 | 2026-03-18 | 2025-12-01 | 107 | At Risk
CUST0113 | 2026-06-02 | 2026-03-18 | 76 | At Risk
CUST0114 | 2024-06-13 | None | None | At Risk
CUST0114 | 2024-09-02 | 2024-06-13 | 81 | At Risk
CUST0114 | 2025-04-18 | 2024-09-02 | 228 | At Risk
CUST0114 | 2025-08-17 | 2025-04-18 | 121 | At Risk
CUST0115 | 2024-04-30 | None | None | Active
CUST0115 | 2024-05-18 | 2024-04-30 | 18 | Active
CUST0121 | 2025-07-31 | None | None | At Risk
CUST0121 | 2026-02-13 | 2025-07-31 | 197 | At Risk
CUST0122 | 2025-01-09 | None | None | At Risk
CUST0122 | 2025-01-28 | 2025-01-09 | 19 | At Risk
CUST0122 | 2025-03-23 | 2025-01-28 | 54 | At Risk
CUST0122 | 2025-06-07 | 2025-03-23 | 76 | At Risk
CUST0123 | 2025-08-02 | None | None | At Risk
CUST0123 | 2025-11-21 | 2025-08-02 | 111 | At Risk
CUST0124 | 2024-12-18 | None | None | At Risk
CUST0124 | 2026-04-06 | 2024-12-18 | 474 | At Risk
CUST0125 | 2024-07-05 | None | None | At Risk
CUST0125 | 2025-08-03 | 2024-07-05 | 394 | At Risk
CUST0126 | 2024-06-15 | None | None | At Risk
CUST0126 | 2025-12-31 | 2024-06-15 | 564 | At Risk
CUST0127 | 2024-05-21 | None | None | At Risk
CUST0127 | 2024-07-29 | 2024-05-21 | 69 | At Risk
CUST0127 | 2024-09-29 | 2024-07-29 | 62 | At Risk
CUST0127 | 2026-05-18 | 2024-09-29 | 596 | At Risk
CUST0127 | 2026-07-23 | 2026-05-18 | 66 | At Risk
CUST0128 | 2025-04-24 | None | None | At Risk
CUST0128 | 2026-02-25 | 2025-04-24 | 307 | At Risk
CUST0129 | 2024-05-22 | None | None | At Risk
CUST0129 | 2024-06-03 | 2024-05-22 | 12 | At Risk
CUST0129 | 2024-07-27 | 2024-06-03 | 54 | At Risk
CUST0130 | 2025-02-19 | None | None | At Risk
CUST0130 | 2026-03-01 | 2025-02-19 | 375 | At Risk
CUST0133 | 2025-11-15 | None | None | At Risk
CUST0133 | 2026-04-13 | 2025-11-15 | 149 | At Risk
CUST0133 | 2026-07-30 | 2026-04-13 | 108 | At Risk
CUST0134 | 2024-01-23 | None | None | At Risk
CUST0134 | 2024-10-21 | 2024-01-23 | 272 | At Risk
CUST0136 | 2025-04-27 | None | None | At Risk
CUST0136 | 2025-07-10 | 2025-04-27 | 74 | At Risk
CUST0136 | 2025-09-15 | 2025-07-10 | 67 | At Risk
CUST0140 | 2024-01-05 | None | None | At Risk
CUST0140 | 2024-02-15 | 2024-01-05 | 41 | At Risk
CUST0140 | 2025-05-23 | 2024-02-15 | 463 | At Risk
CUST0142 | 2026-02-23 | None | None | At Risk
CUST0142 | 2026-04-23 | 2026-02-23 | 59 | At Risk
CUST0143 | 2025-04-02 | None | None | At Risk
CUST0143 | 2026-05-05 | 2025-04-02 | 398 | At Risk
CUST0145 | 2024-01-29 | None | None | At Risk
CUST0145 | 2025-03-26 | 2024-01-29 | 422 | At Risk
CUST0146 | 2024-12-17 | None | None | At Risk
CUST0146 | 2025-07-08 | 2024-12-17 | 203 | At Risk
